pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Roscoe,dog,Male,adult,"Crestwood, IL",https://www.adoptapet.com/pet/24914912-crestwood-illinois-german-shepherd-dog,German Shepherd Dog,"Black - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),(current) 80 lbs,,,"Crestwood,  IL","Crestwood, IL 60418",,,,Yes,Yes,,,,,,,Yes,,,Yes
Simon,dog,Male,adult,"Crestwood, IL",https://www.adoptapet.com/pet/17966615-crestwood-illinois-german-shepherd-dog-mix,German Shepherd Dog/Boxer Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Crestwood,  IL","Crestwood, IL 60418",,Yes,,Yes,,,,,,Yes,Yes,,Yes,,
KOKO,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24245193-chicago-ridge-illinois-labrador-retriever-mix,Labrador Retriever/Boxer Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,A188045,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
BULLET,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/22582399-chicago-ridge-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,A146655,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,,,,,,,,,,,
BROWN SUGAR,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/22988114-chicago-ridge-illinois-shar-pei-mix,Shar Pei/Labrador Retriever Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,A185222,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
WAGS,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/23549772-chicago-ridge-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,A184896,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24141601-chicago-ridge-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,A188549,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
FATS,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24221831-chicago-ridge-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Gray/Blue/Silver/Salt & Pepper,(when grown) Large 61-100 lbs (28-45 kg),,A187696,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
BONNIE,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24458252-chicago-ridge-illinois-collie-mix,Collie Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,A188787,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
UMBRE,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24504534-chicago-ridge-illinois-husky-mix,Husky/German Shepherd Dog Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Large 61-100 lbs (28-45 kg),,A188293,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
LADY GAGA,dog,Female,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24503069-chicago-ridge-illinois-foxhound,Foxhound,Tricolor (Tan/Brown & Black & White),(when grown) Large 61-100 lbs (28-45 kg),,A188968,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
MILA,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24617087-chicago-ridge-illinois-treeing-walker-coonhound,Treeing Walker Coonhound,Tricolor (Tan/Brown & Black & White),(when grown) Large 61-100 lbs (28-45 kg),,A188771,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
MARSHMELLOW,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24622199-chicago-ridge-illinois-chihuahua,Chihuahua,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,A189091,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
CHIKKA,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24245196-chicago-ridge-illinois-german-shepherd-dog-mix,German Shepherd Dog/Rottweiler Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,A188044,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
RENO,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/23867840-chicago-ridge-illinois-belgian-malinois,Belgian Malinois,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,A188366,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
REX,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24714047-chicago-ridge-illinois-husky,Husky,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,A189331,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,Yes,,,,,,,,,,
LAILA,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/22991169-chicago-ridge-illinois-boxer-mix,Boxer/American Pit Bull Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,A185536,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
CHANCE,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24214093-chicago-ridge-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,A187703,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
D,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24804301-chicago-ridge-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,A187825,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
MADDUX,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/23967907-chicago-ridge-illinois-keeshond-mix,Keeshond/German Shepherd Dog Mix,Brown/Chocolate - with Black,(when grown) Large 61-100 lbs (28-45 kg),,A187997,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,,,,,,,,,,,
JAKE,dog,Male,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24882919-chicago-ridge-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,A188960,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
BUDDY,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24918984-chicago-ridge-illinois-pug-mix,Pug/Beagle Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,A188605,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,,,,,,,,,,,
NANOOK,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25014854-chicago-ridge-illinois-husky,Husky,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,A188758,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,Yes,,,,,,,,,,
DRAKE,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25037652-chicago-ridge-illinois-boxer,Boxer,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,A189206,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
KHALISI,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25072530-chicago-ridge-illinois-schnauzer-miniature-mix,"Schnauzer (Miniature)/Westie, West Highland White Terrier Mix",White,(when grown) Med. 26-60 lbs (12-27 kg),,A189536,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
ALADDIN,dog,Male,puppy,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167536-chicago-ridge-illinois-german-shepherd-dog,German Shepherd Dog,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,A189457,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,Yes,,,,,,,,,,
,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24408319-chicago-ridge-illinois-poodle-miniature,Poodle (Miniature),White,(when grown) Med. 26-60 lbs (12-27 kg),,A188975,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
MAYA,dog,Female,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/24541916-chicago-ridge-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Small 25 lbs (11 kg) or less,,A189325,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
AUGGIE,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/22607913-chicago-ridge-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Tan/Yellow/Fawn - with Black,(when grown) Large 61-100 lbs (28-45 kg),,A185196,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,,,,,,,,,,,
HARLEY,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167543-chicago-ridge-illinois-shar-pei-mix,Shar Pei/Boxer Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,A175198,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
SCAMPI,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167538-chicago-ridge-illinois-boxer-mix,Boxer Mix,White,(when grown) Large 61-100 lbs (28-45 kg),,A189141,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
SMOKY,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167546-chicago-ridge-illinois-husky,Husky,Black - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,A183420,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
ROCKY,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167540-chicago-ridge-illinois-chihuahua,Chihuahua,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,A189745,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
CHEWY,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167544-chicago-ridge-illinois-chihuahua,Chihuahua,Brown/Chocolate - with White,(when grown) Small 25 lbs (11 kg) or less,,A189742,,"Chicago ridge,  IL","Chicago Ridge, IL",,Yes,,,Yes,,,,,,,,,,
VIOLET,dog,Female,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25167545-chicago-ridge-illinois-german-shepherd-dog,German Shepherd Dog,Brown/Chocolate - with Black,(when grown) Small 25 lbs (11 kg) or less,,A189627,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
WEBSTER,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25217760-chicago-ridge-illinois-shar-pei,Shar Pei,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,A189346,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
MADISON,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25209718-chicago-ridge-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,A187543,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
DEXTER,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25247351-chicago-ridge-illinois-golden-retriever-mix,Golden Retriever/Poodle (Standard) Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,A189964,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
DEEDEE,dog,Female,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25247352-chicago-ridge-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,,A190080,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
LUCY,dog,Female,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25269742-chicago-ridge-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,A189827,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
BELLA,dog,Female,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25331393-chicago-ridge-illinois-collie,Collie,Tricolor (Tan/Brown & Black & White),(when grown) Large 61-100 lbs (28-45 kg),,A189809,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
TIMMY,dog,Male,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25331396-chicago-ridge-illinois-collie,Collie,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,A189808,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
SNOW,dog,Female,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25341923-chicago-ridge-illinois-chihuahua-mix,Chihuahua Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,A189854,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
GRANNY,dog,Female,senior,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25404184-chicago-ridge-illinois-poodle-miniature-mix,Poodle (Miniature)/Cocker Spaniel Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,A189734,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,,,,,,,,,,,
JOE,dog,Male,young,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25428320-chicago-ridge-illinois-yorkie-yorkshire-terrier,"Yorkie, Yorkshire Terrier",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,A190141,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,Yes,,,,,,,,,,
CLINT,dog,Male,adult,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25417189-chicago-ridge-illinois-poodle-toy-or-tea-cup-mix,Poodle (Toy or Tea Cup) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,A189229,,"Chicago ridge,  IL","Chicago Ridge, IL",,,,,,,,,,,,,,,
NALA,dog,Female,puppy,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25474575-chicago-ridge-illinois-german-shepherd-dog,German Shepherd Dog,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,A189455,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,Yes,,,,,,,,,,
JASMIN,dog,Female,puppy,"Chicago Ridge, IL",https://www.adoptapet.com/pet/25474574-chicago-ridge-illinois-german-shepherd-dog,German Shepherd Dog,"Black - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,A189453,,"Chicago ridge,  IL","Chicago Ridge, IL",Yes,,,,Yes,,,,,,,,,,
Simba,dog,Male,young,"Crestwood, IL",https://www.adoptapet.com/pet/25500327-crestwood-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,920647,,"Crestwood,  IL","Crestwood, IL",,Yes,,,,,,,,,,,,,
Baxter,dog,Male,adult,"Burbank, IL",https://www.adoptapet.com/pet/21556818-burbank-illinois-boxer-mix,Boxer/Shar Pei Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,339629,,"Burbank,  IL","Burbank, IL",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
Zues,dog,Male,young,"Riverdale, IL",https://www.adoptapet.com/pet/25214170-riverdale-illinois-husky-mix,Husky Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,857096,,"Riverdale,  IL","Riverdale, IL",,,,,,,,,,,,,,,
Lola,dog,Female,young,"Bridgeview, IL",https://www.adoptapet.com/pet/25211350-bridgeview-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Tan/Yellow/Fawn - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,858384,,"Bridgeview,  IL","Bridgeview, IL",,,,,,,,,,,,,,,
kodah,dog,Male,young,"Oak Forest, IL",https://www.adoptapet.com/pet/24912980-oak-forest-illinois-belgian-shepherd-mix,Belgian Shepherd Mix,"Black - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),,789882,,"Oak forest,  IL","Oak Forest, IL",,Yes,,,,,,,,,,,,,
Vivian,dog,Female,young,"Oak Forest, IL",https://www.adoptapet.com/pet/24071899-oak-forest-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,631264,,"Oak forest,  IL","Oak Forest, IL",Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,
Henry,dog,Male,adult,"Oak Lawn, IL",https://www.adoptapet.com/pet/24279200-oak-lawn-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,"White - with Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,668092,,"Oak lawn,  IL","Oak Lawn, IL",,Yes,,,,,,,Yes,Yes,Yes,,Yes,,
Sheldon,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25231997-chicago-illinois-dachshund-mix,Dachshund/Mixed Breed (Small) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,MOTM-A-45,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Daisy,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25433445-chicago-illinois-dachshund-mix,Dachshund Mix,,(when grown) Small 25 lbs (11 kg) or less,,MOTM-A-47,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Holly,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24943226-chicago-illinois-labrador-retriever-mix,Labrador Retriever/American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,MOTM-A-22,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Murray,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24943223-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,MOTM-A-5,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
China,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24943224-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,MOTM-A-7,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Ross,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24903998-chicago-illinois-chihuahua-mix,Chihuahua Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,MOTM-A-38,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Brisco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24903999-chicago-illinois-labrador-retriever-mix,Labrador Retriever/Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,MOTM-A-41,,"Chicago,  IL","P.O. Box 388187, Chicago, IL 60638",,,,,,,,,,,,,,,
Hunter,dog,Male,adult,"South Holland, IL",https://www.adoptapet.com/pet/25182776-south-holland-illinois-labrador-retriever,Labrador Retriever,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,851317,,"South holland,  IL","South Holland, IL",,Yes,,Yes,Yes,,,,Yes,Yes,,,Yes,,Yes
Tank,dog,Male,young,"Hazel Crest, IL",https://www.adoptapet.com/pet/24871897-hazel-crest-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),,781141,,"Hazel crest,  IL","Hazel Crest, IL",,Yes,,,,,,,,,,,,,
Tank,dog,Male,young,"Hazel Crest, IL",https://www.adoptapet.com/pet/24856932-hazel-crest-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,777338,,"Hazel crest,  IL","Hazel Crest, IL",,,,,,,,,,,,,,,
Mickie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/12766635-chicago-illinois-american-staffordshire-terrier,American Staffordshire Terrier,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","Chicago, IL 60609",,,,Yes,Yes,Yes,,,Yes,,,,Yes,,
Shanna,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20882598-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,White - with Gray or Silver,(when grown) Med. 26-60 lbs (12-27 kg),(current) 45 lbs,,,"Chicago,  IL","Chicago, IL 60609",Yes,,,Yes,,,,,Yes,,,,Yes,,
Red,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/24376981-tinley-park-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,684238,,"Tinley park,  IL","Tinley Park, IL",,Yes,,Yes,Yes,,,,,Yes,,Yes,,Yes,
Rey,dog,Male,young,"Tinley Park, IL",https://www.adoptapet.com/pet/23332182-tinley-park-illinois-australian-cattle-dog-mix,Australian Cattle Dog/American Bulldog Mix,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,523031,,"Tinley park,  IL","Tinley Park, IL",,Yes,,Yes,,,,Yes,,Yes,,,,Yes,Yes
Bailey,dog,Male,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/24524850-tinley-park-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Med. 26-60 lbs (12-27 kg),,710033,,"Tinley park,  IL","Tinley Park, IL",,,,Yes,,,,Yes,,Yes,,,,,
